drug_id	drug_name	restrictions	drug_description	pathways	general_references
DB12011	Fevipiprant	investigational	Fevipiprant has been used in trials studying the treatment of Asthma, Atopic Dermatitis, and Allergic Rhinitis.		
DB12012	PF-04457845	investigational	PF-04457845 is under investigation in Fear Conditioning. PF-04457845 has been investigated for the treatment of Tourette Syndrome and Cannabis Dependence.		
DB12013	Axelopran	investigational	Axelopran has been used in trials studying the treatment of OIC and Opioid-induced Constipation.		
DB12014	Ozoralizumab	investigational	Ozoralizumab has been used in trials studying the treatment of Rheumatoid Arthritis and Active Rheumatoid Arthritis.		
DB12015	Alpelisib	approved,investigational	Alpelisib is a phosphatidylinositol 3-kinase (PI3K) inhibitor with potent antitumor activity. It works by selectively inhibiting class I PI3K p110α [A179203], which is the catalytic subunit of PI3K, a lipid kinase that plays a role in various biological processes, including proliferation, survival, differentiation, and metabolism. Alpelisib was designed to target this enzyme that appears to be mutated at a rate of nearly 30% in human cancers, leading to hyperactivation.[A179209] There are several isoform-specific PI3K inhibitors that are under clinical development or currently approved, such as [idelalisib] used for chronic lymphocytic leukemia (CLL).[A179209] Approved by the FDA in May 2019, alpelisib is the first approved PI3K inhibitor indicated for the treatment of hormone receptor (HR)-positive, human epidermal growth factor receptor 2 (HER2)-negative, PIK3CA-mutated, advanced or metastatic breast cancer in combination with [fulvestrant] for postmenopausal women and male patients. To initiate alpelisib therapy, it is required that the presence of a PIK3CA mutation in the tissue and/or liquid biopsy sample collection should be confirmed via FDA-approved diagnostic tests. Alpelisib is marketed under the trade name Piqray and is available as oral tablets. Studies evaluating the therapeutic effectiveness of alpelisib in other cancers, such as ovarian cancer [A179200] and colorectal cancer [A179203], are under ongoing investigations.Alpelisib was granted FDA approval on 24 May 2019.[L6652]		
DB12016	Ponesimod	investigational	Ponesimod has been used in trials studying the treatment of Psoriasis, Chronic GVHD, Pharmacokinetics, Plaque Psoriasis, and Multiple sclerosis, among others.		
DB12017	Ozagrel	investigational	Ozagrel has been used in trials studying the treatment of Dry Eye Syndromes.		
DB12018	Ulocuplumab	investigational	Ulocuplumab is under investigation in Solid Tumor.		
DB12019	Tesetaxel	investigational	Tesetaxel has been used in trials studying the treatment of Cancer, Melanoma, Prostate Cancer, Gastric Carcinoma, and Advanced Melanoma, among others.		
DB12020	Tecovirimat	approved,investigational	The World Health Organization declared smallpox, a contagious and sometimes fatal infectious disease, eradicated in 1980. However, there have been longstanding concerns that smallpox may be used as a bioweapon [L3614].Also known as _ST-246_, Tecovirimat is the first approved drug for smallpox [L3626], [L3614].Tecovirimat has been studied for the treatment of smallpox, monkeypox, orthopoxvirus, and orthopoxviral Disease. The U.S. Food and Drug Administration approved tecovirimat (as TPOXX) on July 13, 2018 for the treatment of smallpox [L3614].		
DB12021	Dinaciclib	investigational	Dinaciclib has been used in trials studying the treatment of rrMM, rrCLL, rrDLBCL, Solid Tumors, and Solid Neoplasm, among others.		
DB12022	Evatanepag	investigational	Evatanepag has been used in trials studying the treatment of Tibial Fractures.		
DB12023	Benralizumab	approved,investigational	Benralizumab is a humanized recombinant monoclonal antibody of the isotype IgG1k immunoglobulin that specifically binds to the alpha chain of the interleukin 5 receptor (IL-5R) expressed on eosinophils and basophils.[A31294] It inhibits the binding of IL-5 as well as the hetero-oligomerization of the alpha and beta subunits of the IL-5R, thus blocking, signal transduction. Besides, it is an afucosylated IgG which gives it high affinity for the FcγRIIIα receptor in natural killer cells, macrophages and neutrophils.[A31293] Benralizumab, FDA approved on November 14, 2017, was developed by MedImmune, the AstraZeneca's global biologic research and development arm.[L1019]		
DB12024	PF-04418948	investigational	Pf 04418948 is under investigation in clinical trial NCT01002963 (A Study To Investigate The Safety And Toleration Of A Single Dose Of PF-04418948 In Healthy Volunteers).		
DB12025	Triptolide	investigational	Triptolide has been used in trials studying the treatment of HIV, Crohn's Disease, Intestinal Diseases, Gastrointestinal Diseases, and Digestive System Diseases, among others.		
DB12026	Voxilaprevir	approved,investigational	Voxilaprevir is a Direct-Acting Antiviral (DAA) medication used as part of combination therapy to treat chronic Hepatitis C, an infectious liver disease caused by infection with Hepatitis C Virus (HCV). HCV is a single-stranded RNA virus that is categorized into nine distinct genotypes, with genotype 1 being the most common in the United States, and affecting 72% of all chronic HCV patients [L852]. Voxilaprevir exerts its antiviral action by reversibly binding and inhibiting the NS3/4A serine protease of Hepatitis C Virus (HCV) [FDA Label]. Following viral replication of HCV genetic material and translation into a single polypeptide, Nonstructural Protein 3 (NS3) and its activating cofactor Nonstructural Protein 4A (NS4A) are responsible for cleaving genetic material into the following structural and nonstructural proteins required for assembly into mature virus: NS3, NS4A, NS4B, NS5A, and NS5B [A19643]. By inhibiting viral protease NS3/4A, voxilaprevir therefore prevents viral replication and function. Treatment options for chronic Hepatitis C have advanced significantly since 2011, with the development of Direct Acting Antivirals (DAAs) such as voxilaprevir. Voxilaprevir has been available since July 2017 in a fixed dose combination product with [sofosbuvir] and [velpatasvir] as the commercially available product Vosevi. Vosevi is approved for the treatment of adult patients with chronic HCV infection with genotype 1, 2, 3, 4, 5, or 6 infection [FDA Label]. Notably, Vosevi is approved for use in patients with genotypes 1-6 who have been previously treated with an NS5A inhibitor, or patients with genotypes 1a or 3 infection and have previously been treated with an HCV regimen containing sofosbuvir without an NS5A inhibitor [L935]. Prior to Vosevi, there were no approved retreatment options for patients who have previously received, and failed, a regimen containing an NS5A inhibitor for treatment of chronic HCV infection.		
DB12027	Serdemetan	investigational	Serdemetan has been used in trials studying the treatment of Neoplasms.		
DB12028	Broxuridine	investigational	Broxuridine has been used in trials studying the treatment of Leukemia, Stage I Prostate Cancer, Stage IIB Prostate Cancer, and Stage IIA Prostate Cancer.		
DB12029	Chlorogenic Acid	investigational	Chlorogenic Acid has been used in trials studying the treatment of Advanced Cancer and Impaired Glucose Tolerance.		
DB12030	Fluorescein lisicol	investigational	Fluorescein lisicol has been used in trials studying the diagnostic of Pharmacokinetics, Hepatic Cirrhosis, Hepatitis, Viral, Human, Nonalcoholic Steatohepatitis, and Non-Alcoholic Fatty Liver Disease.		
DB12031	Ammonio methacrylate copolymer type A	investigational	Ammonio methacrylate copolymer type a has been used in trials studying the treatment of GERD.		
DB12032	Atagabalin	investigational	Atagabalin has been used in trials studying the treatment of Insomnia, Primary Insomnia, and Nonrestorative Sleep.		
DB12034	Gantenerumab	investigational	Gantenerumab is under investigation for the treatment of Dementia, Alzheimers Disease, and Alzheimers Disease, Familial.		
DB12035	Sarecycline	approved,investigational	Sarecycline is a semi-synthetic derivative of tetracycline that was initially discovered by Paratek Pharmaceuticals from Boston, MA but then licensed to Warner Chilcott of Rockaway, NJ in July of 2007 [A40005]. After completing various phase-II and phase-III trials demonstrating its effectiveness in treating moderate to severe facial acne vulgaris [A39993, A39994] the US Food and Drug Administration approved Barcelona based Almirall, S.A.'s Seysara (sarecylcine) as a new first in class narrow spectrum tetracycline derived oral antibiotic for the treatment of inflammatory lesions of non-nodular moderate to severe acne vulgaris in patients nine years of age and older [L4814]. Seysara (sarecycline) was originally part of Allergan's US Medical Dermatology portfolio, before Almirall acquired the portfolio in the second half of 2018 as a means of consolidating and reinforcing the dermatology-focused pharmaceutical company's presence in the United States [L4815].Acne vulgaris itself is a common chronic skin condition associated with the blockage and/or inflammation of hair follicles and their accompanying sebaceous glands [L4814]. The acne often presents physically as a mixture of non-inflammatory and inflammatory lesions mainly on the face but on the back and chest as well [L4814]. Based upon data from Global Burden of Disease studies, the acne vulgaris condition affects up to 85% of young adults aged 12 to 25 years globally - with the possibility of permanent physical and mental scarring resulting from cases of severe acne [L4814].Subsequently, while a number of first line tetracycline therapies like doxycycline and minocycline do exist for treating acne vulgaris, sarecycline presents a new and innovative therapy choice because it exhibits the necessary antibacterial activity against relevant pathogens that cause acne vulgaris but also possesses a low propensity for resistance development in such pathogens and a narrower, more specific spectrum of antibacterial activity, resulting in fewer off-target antibacterial effects on endogenous intestinal flora and consequently fewer resultant adverse effects associated with diarrhea, fungal overgrowth, etc.		
DB12036	Naquotinib	investigational	Naquotinib has been used in trials studying the treatment of Solid Tumors, Non-small Cell Lung Cancer, Non-Small-Cell Lung Cancer (NSCLC), Epidermal Growth Factor Receptor Mutations, and Epidermal Growth Factor Receptor (EGFR) Mutations, among others.		
DB12037	Vedroprevir	investigational	Vedroprevir has been investigated for the treatment of Hepatitis C, Chronic.		
DB12038	Ulinastatin	investigational	Ulinastatin has been investigated for the prevention of Cardiovascular Disease and Adverse Reaction to Drug.		
DB12039	Epicatechin	investigational	Epicatechin has been used in trials studying the treatment of Pre-diabetes.		
DB12040	2-octyl cyanoacrylate	investigational	Dermabond has been investigated for the basic science of Wound Healing.		
DB12041	Mapracorat	investigational	Mapracorat has been investigated for the treatment of Eczema and Atopic Dermatitis.		
DB12042	Ibodutant	investigational	Ibodutant has been used in trials studying the treatment of Irritable Bowel Syndrome and Irritable Bowel Syndrome With Diarrhea.		
DB12043	Sepetaprost	investigational	Sepetaprost has been used in trials studying the treatment of Open Angle-glaucoma, Ocular Hypertension, and Mild Open Angle-glaucoma (OAG).		
DB12044	MK-0893	investigational	MK0893 has been used in trials studying the treatment of Type 2 Diabetes Mellitus and Diabetes Mellitus, Type 2.		
DB12045	Mericitabine	investigational	Mericitabine has been investigated for the treatment of Hepatitis C, Chronic. Mericitabine is a polymerase inhibitor being developed for the treatment of chronic hepatitis C. Mericitabine is a prodrug of PSI-6130, which demonstrated excellent potency in preclinical studies. PSI-6130 is a pyrimidine nucleoside analog inhibitor of HCV RNA polymerase, an enzyme that is necessary for hepatitis C viral replication.		
DB12046	Atopaxar	investigational	Atopaxar has been investigated for the treatment of Coronary Artery Disease and Acute Coronary Syndrome.		
DB12047	Ganetespib	investigational	Ganetespib is under investigation for the treatment of BREAST CANCER, Small Cell Lung Cancer, Acute Myeloid Leukaemia, and Myelodysplastic Syndrome.		
DB12048	Savolitinib	investigational	Savolitinib has been used in trials studying the treatment and health services research of Tumor, Food Effect, Gastric Cancer, Health Subjects, and Colorectal Cancer, among others.		
DB12049	Dasolampanel etibutil	investigational	Dasolampanel etibutil has been used in trials studying the treatment of Diabetic Neuropathy, Painful.		
DB12050	LY-3039478	investigational	LY3039478 has been used in trials studying the treatment and basic science of LYMPHOMA, Neoplasms, Solid Tumor, COLON CANCER, and BREAST CANCER, among others.		
DB12051	Setrobuvir	investigational	Setrobuvir has been used in trials studying the treatment of Hepatitis C, Chronic.		
DB12052	Icariin	investigational	Icariin has been investigated for the basic science of the Pharmacokinetic Profile of Icariin in Humans.		
DB12053	Visilizumab	investigational	Visilizumab has been investigated for the treatment of Ulcerative Colitis.		
DB12054	BQ-123	investigational	BQ-123 has been investigated for the basic science and treatment of Coronary Artery Disease, Aorto-coronary Bypass Grafting, and ST-Elevation Myocardial Infarction.		
DB12055	MK-0767	investigational	MK0767 has been used in trials studying the treatment of Dyslipidemia, Diabetes Mellitus, Type 2 Diabetes Mellitus, Diabetes Mellitus, Type 2, and Diabetes Mellitus, Type II, among others.		
DB12056	Trebananib	investigational	Trebananib is under investigation for the treatment of Ovarian Cancer, Peritoneal Cancer, and Fallopian Tube Cancer. Trebananib has been investigated for the treatment of Cancer, Oncology, Carcinoma, Metastases, and Colon Cancer, among others.		
DB12057	ORM-12741	investigational	ORM-12741 has been used in trials studying the basic science and treatment of Alzheimer's Disease.		
DB12058	Recoflavone	investigational	Recoflavone has been used in trials studying the treatment of Acute Gastritis, Dry Eye Syndrome, and Chronic Gastritis.		
DB12059	JNJ-40411813	investigational	JNJ-40411813 has been used in trials studying the treatment and basic science of Confusion, Schizophrenia, Perceptual Disorders, and Major Depressive Disorder.		
DB12060	RRx-001	investigational	RRx-001 has been used in trials studying the treatment of Lymphomas, Brain Metastases, Cholangiocarcinoma, Colorectal Neoplasms, and Malignant Solid Tumor, among others.		
DB12061	Pardoprunox	investigational	Pardoprunox has been used in trials studying the treatment of Early Stage Parkinson's Disease and Advanced Stage Parkinson's Disease. Pardoprunox is a partial dopamine D2 agonist and noradrenergic agonist with serotonin 5-HT1A agonist properties.		
DB12062	Volasertib	investigational	Volasertib has been used in trials studying the treatment of Leukemia, Neoplasms, Leukemia, Myeloid, Acute, Myelodysplastic Syndromes, and Leukemia, Monocytic, Acute, among others.		
DB12063	CERC-301	investigational	Mk 0657 has been used in trials studying the treatment of Major Depressive Disorder.		
DB12064	BMS-777607	investigational	BMS-777607 has been investigated for the basic science of Malignant Solid Tumour.		
DB12065	Radalbuvir	investigational	Radalbuvir has been used in trials studying the treatment of Chronic Hepatitis C, Chronic HCV Infection, and Chronic Hepatitis C Infection.		
DB12066	Orteronel	investigational	Orteronel has been investigated for the treatment of Prostate Cancer.		
DB12067	BMS-394136	investigational	BMS-394136 has been used in trials studying the diagnostic of Heart Diseases.		
DB12068	T-900607	investigational	T900607 has been used in trials studying the treatment of Liver Cancer and Gastric Cancer.		
DB12069	Sovaprevir	investigational	Sovaprevir has been investigated for the treatment of Hepatitis C, Chronic.		
DB12070	Letermovir	approved,investigational	Letermovir recieved approval from the FDA on November 8th, 2017 for use in prophylaxis of cytomegalovirus (CMV) infection in allogeneic hematopoietic stem cell transplant patients [L1021]. It represents the first entry into a new class of CMV anti-infectives, DNA terminase complex inhibitors [A31290]. Letermovir has recieved both priority and orphan drug status from the FDA. It is currently marketed under the brand name Prevymis [L1021].		
DB12071	Vabicaserin	investigational	Vabicaserin has been used in trials studying the health services research and treatment of Schizophrenia.		
DB12072	Orantinib	investigational	Orantinib has been used in trials studying the treatment of Lung Cancer, Breast Cancer, Kidney Cancer, Gastric Cancer, and Prostate Cancer, among others.		
DB12073	Albaconazole	investigational	Albaconazole has been used in trials studying the basic science of Onychomycosis.		
DB12074	Censavudine	investigational	Censavudine has been used in trials studying the treatment of HIV-1 Infection.		
DB12075	Nagrestipen	investigational	Nagrestipen has been used in trials studying the treatment of CANCER, Neoplasm, Metastasis, Radiation Oncology, and Neoplasm Metastasis.		
DB12076	Surotomycin	investigational	Surotomycin has been used in trials studying the treatment of Diarrhea and Clostridium Difficile Infection.		
DB12077	Urelumab	investigational	Urelumab has been used in trials studying the treatment of Leukemia, Multiple Myeloma, Malignant Tumors, and Cancer - Solid Tumors and B-Cell Non-Hodgkin's Lymphoma. Urelumab is a fully human antibody that targets CD137. The antibody product was developed using Medarex's UltiMAb(R) technology and was the first UltiMAb- derived antibody in clinical development by Bristol-Myers Squibb under the December 2003 agreement with Medarex.		
DB12078	Enobosarm	investigational	Enobosarm has been used in trials studying the treatment of Stress Urinary Incontinence and Triple Negative Breast Cancer.		
DB12079	Gefarnate	investigational	Gefarnate has been investigated for the treatment and prevention of Stomach Ulcer, Duodenal Ulcer, and Cardio-cerebrovascular Disease.		
DB12080	Ritobegron	investigational	Ritobegron is under investigation in clinical trial NCT02256735 (Study to Investigate the Effect of KUC 7483 CL on the QT/QTc Interval of the ECG in Comparison to Placebo and Moxifloxacin in Healthy Male and Female Volunteers).		
DB12081	Anecortave	investigational	Anecortave is under investigation in clinical trial NCT00691717 (Anecortave Acetate Safety in Patients With Open-Angle Glaucoma or Ocular Hypertension).		
DB12082	Vesnarinone	investigational	Vesnarinone has been used in trials studying the treatment of HIV Infections and Sarcoma, Kaposi.		
DB12083	Mafosfamide	investigational	Mafosfamide has been used in trials studying the treatment of Lymphoma, Leukemia, Meningeal Neoplasm, and Brain and Central Nervous System Tumors.		
DB12084	ADP-597	investigational	JNJ-38431055 has been used in trials studying the treatment of Diabetes Mellitus, Type 2.		
DB12085	LCL-161	investigational	LCL161 has been used in trials studying the treatment of Leukemia, Neoplasms, Solid Tumors, Breast Cancer, and Ovarian Cancer, among others.		
DB12086	Oxitropium	investigational	Oxitropium has been investigated for the treatment of Pulmonary Disease, Chronic Obstructive.		
DB12087	Vanillyl alcohol	investigational	Vanillyl alcohol has been used in trials studying the treatment of Smoking.		
DB12088	TT-232	investigational	Tln 232 is under investigation in clinical trial NCT00422786 (Phase II Study of CAP-232 in Patients With Refractory Metastatic Renal Cell Carcinoma).		
DB12089	Lorvotuzumab mertansine	investigational	Lorvotuzumab mertansine has been used in trials studying the treatment of SCLC, Leukemia, Ovarian Cancer, Multiple Myeloma, and Merkel Cell Carcinoma, among others.		
DB12090	Patritumab	investigational	Patritumab has been used in trials studying the treatment of LUNG CANCER, Solid Tumors, Neoplasms by Site, Head and Neck Neoplasms, and Non-small Cell Lung Cancer, among others.		
DB12091	Gadolinium	approved,investigational	Gadolinium is under investigation in Hypertension, ACUTE KIDNEY INJURY, and Chronic Kidney Disease. Gadolinium has been investigated for the basic science of CAD, Multiple Sclerosis, and Coronary Artery Disease.		
DB12092	Naftopidil	investigational	Naftopidil has been investigated for the treatment of Disorder of Urinary Stent.		
DB12093	Tetrahydropalmatine	investigational	Tetrahydropalmatine is under investigation in clinical trial NCT02118610 (Treatment of Schizophrenia With L-tetrahydropalmatine (l-THP): a Novel Dopamine Antagonist With Anti-inflammatory and Antiprotozoal Activity).		
DB12094	Semapimod	investigational	Semapimod has been used in trials studying the treatment of Crohn Disease.		
DB12095	Telotristat ethyl	approved,investigational	Telotristat only approved oral therapy for carcinoid syndrome diarrhea. Telotristat was approved by the FDA in March, 2017 as Xermelo.		
DB12096	PF-05175157	investigational	PF-05175157 has been used in trials studying the basic science and treatment of Acne Vulgaris, Diabetes Mellitus, Type 2 Diabetes Mellitus, Diabetes Mellitus Type 2, and Diabetes Mellitus, Type 2, among others.		
DB12097	Mannitol busulfan	approved,investigational	Mm has been used in trials studying the treatment of Cocaine Dependence and Diabetes Mellitus, Type 2.		
DB12098	L-Baclofen	investigational	L-Baclofen has been used in trials studying the treatment of Trigeminal Neuralgia.		
DB12099	UK-396,082	investigational	UK-396,082 has been used in trials studying the basic science of Safety, Phase 1, Toleration, Multiple Dose, and Pharmacokinetic.		
DB12100	Abediterol	investigational	Abediterol has been used in trials studying the treatment of Asthma, Chronic Obstructive Pulmonary Disease (COPD), and Chronic Obstructive Pulmonary Disease (COPD) and Asthma.		
DB12101	CC-220	investigational	CC-220 has been used in trials studying the treatment of Systemic Lupus Erythematosus.		
DB12102	Fulranumab	investigational	Fulranumab has been used in trials studying the treatment of Pain, Cystitis, Neuralgia, Joint Pain, and Arthralgia, among others.		
DB12104	Tarextumab	investigational	Tarextumab has been used in trials studying the treatment of Solid Tumors, Stage IV Pancreatic Cancer, and Stage IV Small Cell Lung Cancer.		
DB12105	Imagabalin	investigational	Imagabalin has been investigated in Generalized Anxiety Disorder.		
DB12106	PF-06305591	investigational	Pf 06305591 is under investigation in clinical trial NCT01776619 (Safety and Tolerability Study of Multiple Doses of PF-06305591).		
DB12107	Vaborbactam	approved,investigational	Vaborbactam is a β-lactamase inhibitor based on a cyclic boronic acid pharmacophore.[A32053] It has been used in trials investigating the treatment of bacterial infections in subjects with varying degrees of renal insufficiency. In August 2017, a combination antibacterial therapy under the market name Vabomere was approved by the FDA for the treatment of adult patients with complicated urinary tract infections (cUTI). Vabomere consists of vaborbactam and [Meropenem] for intravenous administration. Vaborbactam is added to the therapy to reduce the extent meropenem degradation by inhibiting the serine beta-lactamases expressed by the microorganism of target.[Label] The treatment aims to resolve infection-related symptoms of cUTI and achieve negative urine culture, when the infections are proven or strongly suspected to be caused by susceptible bacteria.		
DB12108	Taselisib	investigational	Taselisib has been used in trials studying the treatment and basic science of LYMPHOMA, Breast Cancer, Ovarian Cancer, Solid Neoplasm, and HER2/Neu Negative, among others.		
DB12109	CPI-613	investigational	CPI-613 has been used in trials studying the treatment of Cancer, Lymphoma, Solid Tumors, Advanced Cancer, and Pancreatic Cancer, among others.		
DB12110	m-Chlorophenylpiperazine	investigational	m-Chlorophenylpiperazine has been used in trials studying the treatment of Alcoholism.		
DB12111	MK-212	investigational	MK-212 has been used in trials studying the treatment of Alcoholism.		
DB12112	Zuretinol acetate	investigational	Zuretinol acetate has been used in trials studying the treatment of Impaired Dark Adaptation, RP (Retinitis Pigmentosa), Retinitis Pigmentosa (RP), and LCA (Leber Congenital Amaurosis).		
DB12113	CE-224535	investigational	CE-224535 has been used in trials studying the treatment of Osteoarthritis.		
DB12114	Poziotinib	investigational	Poziotinib has been used in trials studying the treatment of Breast Cancer, Metastatic Breast Cancer, Increased Drug Resistance, Adenocarcinoma of Lung Stage IV, and Adenocarcinoma of Lung Stage IIIB, among others.		
DB12115	AZD-9164	investigational	AZD9164 has been used in trials studying the basic science and treatment of Chronic Obstructive Pulmonary Disease.		
DB12116	Epigallocatechin gallate	investigational	Epigallocatechin gallate has been investigated for the treatment of Hypertension and Diabetic Nephropathy.		
DB12117	Mitometh	investigational	Mitometh is under investigation for the treatment of Adenocarcinoma, Oropharyngeal Neoplasms, Nasopharyngeal Carcinoma, Non-small Cell Lung Cancer, and Stage IV Non-small Cell Lung Cancer, among others. Mitometh has been investigated for the treatment of Lung Neoplasms, Untreated Childhood Medulloblastoma, and Untreated Childhood Supratentorial Primitive Neuroectodermal Tumor.		
DB12118	Sotatercept	investigational	Sotatercept has been used in trials studying the supportive care and treatment of Anemia, Leukemia, Solid Tumors, Bladder Cancer, and multiple myeloma, among others.		
DB12119	Gevokizumab	investigational	Gevokizumab has been used in trials studying the treatment of Acne Vulgaris, Osteoarthritis, Behcet's Uveitis, Pyoderma Gangrenosum, and Behcet's Disease Uveitis, among others. Gevokizumab acts as a modulator of cytokine imbalance in IL-1 mediated disease states. It has a very high binding affinity of 300fM and blocks the activation of IL-1 receptors.		
DB12120	Avoralstat	investigational	Avoralstat has been used in trials studying the prevention of HAE and Hereditary Angioedema.		
DB12121	Entospletinib	investigational	Entospletinib has been used in trials studying the treatment of Oncology, Follicular Lymphoma, B-cell Malignancies, Mantle Cell Lymphoma, and Non-Hodgkin Lymphoma, among others.		
DB12122	Figopitant	investigational	Figopitant is under investigation in clinical trial NCT02209714 (Safety, Tolerability and Pharmacodynamics After Oral Administration of BIIF 1149 BS in Healthy Male Volunteers).		
DB12123	Cinepazide	investigational	Cinepazide has been used in trials studying the treatment of Ischemic Stroke.		
DB12124	Namitecan	investigational	Namitecan has been used in trials studying the treatment of Solid Tumors.		
DB12125	Dianicline	investigational	Dianicline has been used in trials studying the treatment of Smoking, Smoking Cessation, and Tobacco Use Cessation.		
DB12126	Bradykinin	investigational	Bradykinin has been investigated for the basic science and treatment of Hypertension and Diabetes Type 2.		
DB12127	Sultamicillin	approved,investigational	Sultamicillin has been used in trials studying the prevention and treatment of Ventilator Associated Pneumonia and Chronic Obstructive Pulmonary Disease (COPD).		
DB12128	Ulimorelin	investigational	Ulimorelin is a novel small molecule ghrelin agonist being developed by Tranzyme Pharma as a first-in-class treatment for both POI and diabetic gastroparesis, serious medical conditions in which motility of the GI tract is severely impaired.		
DB12129	Tideglusib	investigational,withdrawn	Tideglusib is under the investigation for the development of treatments for Alzheimer's disease and for progressive supranuclear palsy. It is reported to be a potent anti-inflammatory and neuroprotective that is a non-ATP competitive inhibitor of glycogen synthase kinase 3 (GSK-3).[A31601] Tideglusib is being developed by the Spanish pharmaceutic company Zeltia group and its current status is withdrawn for the treatment of Alzheimer's disease as of 2012.		
DB12130	Lorlatinib	approved,investigational	Lorlatinib has been used in trials studying the basic science and treatment of Non-small Cell Lung Cancer and anaplastic lymphoma kinase (ALK)-positive Non-Small Cell Lung Cancer (NSCLC) and ROS1-positive NSCLC. Despite initial responses from the use of various ALK inhibitors, however, it is virtually almost guaranteed that all patients with the condition in question will develop tumour progression or resistance to the current therapy in use [A40086].Considered a third-generation ALK tyrosine kinase inhibitor (TKI) for patients with ALK-positive metastatic NSCLC, lorlatinib's most optimal place in the treatment sequence of this condition has most recently been identified with its latest approval by the US FDA in November of 2018 for the indication of treating those patients' disease which has progressed even after the use of first and second-generation TKIs like crizotinib, alectinib, or ceritinib [L4848, FDA Label]. Loratinib's ability to move past the blood-brain barrier facilitates its ability to treat progressive or worsening brain metastases as well [L4848, A40078].		
DB12131	Vinpocetine	investigational	Vinpocetine has been investigated for the treatment of Epilepsy.		
DB12132	Vanutide cridificar	investigational	Vanutide cridificar has been investigated for the treatment of Alzheimer Disease.		
DB12133	BLXA4	investigational	BLXA4 has been used in trials studying the treatment of Gingival Inflammation.		
DB12134	Gepotidacin	investigational	Gepotidacin has been used in trials studying the treatment of Gonorrhea, Infections, Bacterial, and Infections, Respiratory Tract.		
DB12135	Elubrixin	investigational	Elubrixin has been used in trials studying the treatment of Cystic Fibrosis, Colitis, Ulcerative, and Chronic Obstructive Pulmonary Disease (COPD).		
DB12136	Solnatide	investigational	Solnatide has been used in trials studying the treatment of Acute Lung Injury.		
DB12137	GSK-256066	investigational	Gsk256066 has been used in trials studying the treatment and diagnostic of SAR, Asthma, Mild Asthma, Allergic Rhinitis, and Seasonal Allergic Rhinitis, among others.		
DB12138	PF-03715455	investigational	PF-03715455 has been used in trials studying the treatment of Asthma, Pulmonary Disease, Chronic Obstructive, and Chronic Obstructive Pulmonary Disease (COPD).		
DB12139	Alisporivir	investigational	Alisporivir has been used in trials studying the treatment of Hepatitis C and Chronic Hepatitis C.		
DB12140	Dilmapimod	investigational	Dilmapimod has been used in trials studying the treatment and diagnostic of Nerve Trauma, Inflammation, Pain, Neuropathic, Arthritis, Rheumatoid, and Coronary Heart Disease, among others. Dilmapimod (SB-681323) is a p38 MAP-kinase inhibitor that has potential uses in inflammatory conditions such as RA (Rheumatoid Arthritis). Previous p38 MAP-kinase inhibitors have been hindered in development by liver toxicity. Methotrexate (common treatment for RA patients) also has potential liver toxicity.}		
DB12141	Gilteritinib	approved,investigational	Gilteritinib, also known as ASP2215, is a small molecule part of the FLT3 tyrosine kinase inhibitors that presented a greater selectivity and potency when compared with other agents from this group.[A40036] It is a pyrazinecarboxamide derivative that showed high selectivity to FLT3 preventing the c-Kit -driven myelosuppression observed in other therapies.[A40044] Gilteritinib was developed by Astellas Pharma and FDA approved on November 28, 2018. This drug was approved after being designed as an orphan drug with a fast track and priority review status.[L4830]		
DB12142	Duligotuzumab	investigational	Duligotuzumab has been used in trials studying the treatment of Neoplasms, Colorectal Cancer, Head and Neck Cancer, and Epithelial Tumors, Malignant.		
DB12143	Rezatomidine	investigational	Rezatomidine has been used in trials studying the treatment of Fibromyalgia, Cystitis, Interstitial, Irritable Bowel Syndrome, and Diabetic Neuropathy, Painful.		
DB12144	BMS-275183	investigational	BMS-275183 has been used in trials studying the treatment of Tumors and Non-small Cell Lung Cancer.		
DB12145	AZD-0328	investigational	AZD0328 has been used in trials studying the treatment and basic science of Schizophrenia and Alzheimer's Disease.		
DB12146	Rigosertib	investigational	Rigosertib has been used in trials studying the treatment and basic science of MDS, RAEB, Cancer, Hepatoma, and Neoplasms, among others.		
